"","LawaSiteID","SiteID","CouncilSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","ISLAND","CatchID","CatchType","TermReach","LAWA_CATCH","Comment","SOE_FW_RIV","CATCH_LBL"
"467","HBRC-00070","753","Mohaka River D/S Taharua","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"468","HBRC-00062","754","Mohaka River U/S Taharua","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"469","HBRC-00026","757","Mokomokonui Stream U/S Waipunga","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"470","HBRC-00038","799","Ngaruroro River at Fernhill","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"471","HBRC-00021","815","Ngaruroro River at Whanawhana","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"472","HBRC-00085","915","Papanui Stream at Middle Road","Yes","Lowland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"473","HBRC-00006","998","Porangahau River at SH52 Opposite Quarry","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","110","Parent","0","110","Porangahau SW","1","Porongahau River"
"474","HBRC-00042","1003","Porangahau Stream at Oruawhara Road","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"475","HBRC-00010","1044","Poukawa Stream at Stock Road","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","179","Parent","0","1000179","Karamu SW","1","Karamu Stream"
"476","HBRC-00041","1051","Puhokio Stream at Te Apiti Rd","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000421","Southern Coast SW","1","Southern Coastal"
"477","HBRC-00048","1096","Ripia River U/S Mohaka","Yes","Upland","Exotic","Quarterly","Quarterly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"478","HBRC-00031","1126","Ruakituri River at Sports Ground","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","16","Parent","0","16","Wairoa SW","1","Wairoa River"
"479","HBRC-00023","1146","Sandy Creek U/S Lake Tutira Outlet","Yes","Upland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000246","Waikari SW","1","Waikari River"
"480","HBRC-00056","1194","Taharua Stream at Wairango Rd","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"481","HBRC-00055","1195","Taharua Stream at Wrights Twin Culvert","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"482","HBRC-00063","1201","Taipo Stream at Church Road","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","422","Parent","0","422","Ahuriri SW","1","Taipo Stream"
"483","HBRC-00036","1237","Taurekaitai Stream at Wallingford","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","110","Parent","0","110","Porangahau SW","1","Porongahau River"
"484","HBRC-00009","1349","Tukipo River at State Highway 50","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"485","HBRC-00039","1373","Tukituki River at Ashcott Bridge S.H. 50","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"486","HBRC-00007","1374","Tukituki River at Black Bridge","Yes","Lowland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"487","HBRC-00043","1382","Tukituki River at Red Bridge","Yes","Lowland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"488","HBRC-00088","1397","Tukituki River at Tamumu Br.","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"489","HBRC-00005","1424","Tutaekuri River at Brookfields Bridge","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000007","Tutaekuri SW","1","Tutaekuri River"
"490","HBRC-00017","1429","Tutaekuri River at Lawrence Hut","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000007","Tutaekuri SW","1","Tutaekuri River"
"491","HBRC-00077","1441","Tutaekuri River U/S Mangaone","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000007","Tutaekuri SW","1","Tutaekuri River"
"492","HBRC-00044","1447","Tutaekuri Waimate Stm at Chesterhope","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"493","HBRC-00028","1489","Waiarua at S.H.5","Yes","Upland","Native","Quarterly","Quarterly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"494","HBRC-00081","1500","Waiau River at Otoi","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","16","Parent","0","16","Wairoa SW","1","Wairoa River"
"495","HBRC-00046","1525","Waikari River at Glenbrook Road","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000246","Waikari SW","1","Waikari River"
"496","HBRC-00040","1552","Waingongoro Stream at Waimarama Road","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","0","Parent","0","1000421","Southern Coast SW","1","Southern Coastal"
"497","HBRC-00019","1590","Waipawa River at State Highway 50","Yes","Upland","Rural","Quarterly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"498","HBRC-00033","1642","Wairoa River at Railway Br.","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","16","Parent","0","16","Wairoa SW","1","Wairoa River"
"499","HBRC-00059","1654","Waitio Stream at Ohiti Road","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"500","HBRC-00061","1924","Ngaruroro River D/S Hawkes Bay Dairies","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","21","Parent","0","1000021","Ngaruroro SW","1","Ngaruroro River"
"501","HBRC-00003","1925","Clive River U/S Whakatu Rail Bridge","Yes","Lowland","Rural","Quarterly","Quarterly","Hawkes Bay","HBRC","North","179","Parent","0","1000179","Karamu SW","1","Karamu Stream"
"502","HBRC-00073","1932","Taharua Stream at Henrys Bridge","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"503","HBRC-00069","1948","Taharua Stream at Red Hut Mohaka Confl","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"504","LAWA-100648","2003","Kahahakuri Stream U/S Tukituki Confl","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","33","Parent","0","33","Tukituki SW","1","Tukutuki River"
"505","HBRC-00072","5273","Mohaka River D/S Waipunga River","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"506","HBRC-00071","5274","Mohaka River D/S Ripia River","Yes","Upland","Rural","Monthly","Monthly","Hawkes Bay","HBRC","North","34","Parent","0","34","Mohaka SW","1","Mohaka River"
"507","HRC-00001","Arawhata Drain at Hokio Beach Road","Arawhata Drain at Hokio Beach Road","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","506","Parent","7045468","506",NA,"1","Lake Horowhenua"
"508","HRC-00002","Hautapu at US Rangitikei River Conf","Hautapu at US Rangitikei River Conf","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"509","HRC-00003","Hautapu at Alabasters","Hautapu at Alabasters","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"510","HRC-00004","Hokio at Lake Horowhenua","Hokio at Lake Horowhenua","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","506","Parent","7045468","506",NA,"1","Lake Horowhenua"
"511","HRC-00005","Kahuterawa at Johnstons Rata","Kahuterawa at Johnstons Rata","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"512","HRC-00006","Kumeti at Te Rehunga","Kumeti at Te Rehunga","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"513","HRC-00007","Makotuku at Raetihi","Makotuku at Raetihi","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"514","HRC-00008","Makakahi at Hamua","Makakahi at Hamua","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"515","HRC-00009","Makotuku at SH49A","Makotuku at SH49A","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"516","HRC-00010","Makuri at Tuscan Hills","Makuri at Tuscan Hills","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"517","HRC-00011","Manakau at S.H.1 Bridge","Manakau at S.H.1 Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","481","Parent","7048125","481",NA,"1","Waikawa Stream"
"518","HRC-00012","Manawatu at Whirokino","Manawatu at Whirokino","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"519","HRC-00013","Manawatu at Opiki Bridge","Manawatu at Opiki Br","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"520","HRC-00014","Manawatu at Ngawapurua Bridge","Manawatu at Ngawapurua Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"521","HRC-00015","Manawatu at Teachers College","Manawatu at Teachers College","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"522","HRC-00016","Manawatu at Hopelands","Manawatu at Hopelands","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"523","HRC-00017","Manawatu at Upper Gorge","Manawatu at Upper Gorge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"524","HRC-00018","Manawatu at Weber Road","Manawatu at Weber Road","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"525","HRC-00019","Mangahao at Ballance","Mangahao at Ballance","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"526","HRC-00020","Mangapapa at Troup Rd","Mangapapa at Troup Rd","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"527","HRC-00021","Mangatainoka at Putara","Mangatainoka at Putara","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"528","HRC-00022","Mangatainoka at Larsons Road","Mangatainoka at Larsons Road","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"529","HRC-00023","Mangatainoka at Pahiatua Town Bridge","Mangatainoka at Pahiatua Town Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"530","HRC-00024","Mangatainoka at Brewery - S.H.2 Bridge","Mangatainoka at Brewery - S.H.2 Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"531","HRC-00025","Mangatera at u/s Manawatu confluence","Mangatera at u/s Manawatu confluence","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"532","HRC-00026","Mangatoro at Mangahei Road","Mangatoro at Mangahei Road","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"533","HRC-00027","Mangawhero at Raupiu Road","Mangawhero at Raupiu Road","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"534","HRC-00028","Mangawhero at Pakihi Rd Bridge","Mangawhero at Pakihi Rd Bridge","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"535","HRC-00029","Mangawhero at DOC Headquarters","Mangawhero at DOC Headquarters","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"536","HRC-00030","Ohau at Gladstone Reserve","Ohau at Gladstone Reserve","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","North","328","Parent","7047344","328",NA,"1","Ohau"
"537","HRC-00031","Ohau at Haines Property","Ohau at Haines Property","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","328","Parent","7047344","328",NA,"1","Ohau"
"538","HRC-00032","Ohura at Tokorima","Ohura at Tokorima","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"539","HRC-00033","Ongarue at Taringamotu","Ongarue at Taringamotu","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"540","HRC-00034","Oroua at Awahuri Bridge","Oroua at Awahuri Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"541","HRC-00035","Oroua at Almadale Slackline","Oroua at Almadale Slackline","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"542","HRC-00036","Oroua at Apiti","Oroua at Apiti Gorge Bridge","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"543","HRC-00037","Oruakeretaki at S.H.2 Napier","Oruakeretaki at S.H.2 Napier","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"544","HRC-00038","Owahanga at Branscombe Bridge","Owahanga at Branscombe Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","212","Parent","7048573","212",NA,"1","Owahanga"
"545","HRC-00039","Patiki Stream at Kawiu Road","Patiki Stream at Kawiu Road","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","506","Parent","7045468","506",NA,"1","Lake Horowhenua"
"546","HRC-00040","Pohangina at Mais Reach","Pohangina at Mais Reach","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"547","HRC-00041","Pohangina at Piripiri","Pohangina at Piripiri","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"548","HRC-00042","POREWA AT ONEPUHI ROAD","Porewa at Onepuhi","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"549","HRC-00043","Rangitikei at McKelvies","Rangitikei at McKelvies","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"550","HRC-00044","Rangitikei at Onepuhi","Rangitikei at Onepuhi","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"551","HRC-00045","Rangitikei at Mangaweka","Rangitikei at Mangaweka","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"552","HRC-00046","Rangitikei at Pukeokahu","Rangitikei at Pukeokahu","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"553","HRC-00047","Raparapawai at Jackson Rd","Raparapawai at Jackson Rd","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"554","HRC-00048","Tamaki at Stephensons","Tamaki at Stephensons","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"555","HRC-00049","Tamaki at Tamaki Reserve","Tamaki at Tamaki Reserve","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"556","HRC-00050","Tiraumea at Ngaturi","Tiraumea at Ngaturi","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"557","HRC-00051","Tiraumea u/s Manawatu Confluence","Tiraumea u/s Manawatu Confluence","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"558","HRC-00053","Tokiahuru at Junction","Tokiahuru at Junction","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"559","HRC-00054","Tokomaru River at Horseshoe bend","Tokomaru River at Horseshoe bend","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"560","HRC-00055","Turakina at ONeills Bridge","Turakina at ONeills Bridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","98","Parent","7033210","98",NA,"1","Turakina"
"561","HRC-00056","Waikawa at North Manakau Road","Waikawa at North Manakau Road","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","North","481","Parent","7048125","481",NA,"1","Waikawa Stream"
"562","HRC-00057","Waikawa Stream at Huritini","Waikawa at Huritini","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","481","Parent","7048125","481",NA,"1","Waikawa Stream"
"563","HRC-00058","Whangaehu at Kauangaroa","Whangaehu at Kauangaroa","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"564","HRC-00059","Whanganui at Te Rewa","Whanganui at Te Rewa","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"565","HRC-00060","Whanganui at Pipiriki","Whanganui at Pipiriki","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"566","HRC-00061","Whanganui at Wades Landing","Whanganui at Wades Landing","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"567","HRC-00062","Whanganui at Te Maire","Whanganui at Te Maire","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"568","HRC-00063","Whanganui at Cherry Grove","Whanganui at Cherry Grove","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","5","Parent","7030483","5",NA,"1","Whanganui River"
"569","HRC-00064","Mangawhero at u/s Ohakune STP","Mangawhero at u/s Ohakune STP","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"570","HRC-00065","Mangaehuehu at u/s Rangataua STP","Mangaehuehu at u/s Rangataua STP","Yes","Upland","Forest","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"571","HRC-00066","Makotuku at Above Sewage Plant","Makotuku at Above Sewage Plant","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"572","HRC-00067","Pongaroa at u/s Pongaroa STP","Pongaroa at u/s Pongaroa STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","212","Parent","7048573","212",NA,"1","Owahanga"
"573","HRC-00069","Rangitikei at u/s Bulls STP","Rangitikei at u/s Bulls STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"574","HRC-00070","Rangitawa Stream at us Halcombe oxpond","Rangitawa Stream at us Halcombe oxpond","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"575","HRC-00071","Whangaehu at u/s Winstone Pulp","Whangaehu at u/s Winstone Pulp","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"576","HRC-00072","Waitangi at u/s Waiouru STP","Waitangi at u/s Waiouru STP","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","44","Parent","7032316","44",NA,"1","Whangaehu River"
"577","HRC-00073","Piakatutu at u/s Sanson STP","Piakatutu at u/s Sanson STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"578","HRC-00074","Mangaore at u/s Shannon STP","Mangaore at u/s Shannon STP","Yes","Lowland","Forest","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"579","HRC-00075","Mangatera at Dannevirke","Mangatera at Dannevirke","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"580","HRC-00076","Mangaatua at u/s Woodville STP","Mangaatua at u/s Woodville STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"581","HRC-00077","Makakahi at u/s Eketahuna STP","Makakahi at u/s Eketahuna STP","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"582","HRC-00078","Oroua at U/S AFFCO Feilding","Oroua at U/S AFFCO Feilding","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"583","HRC-00079","Oroua at U/S Feilding STP","Oroua at U/S Feilding STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"584","HRC-00080","Manawatu at u/s PNCC STP","Manawatu at u/s PNCC STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"585","HRC-00081","Manawatu at us Fonterra Longburn","Manawatu at us Fonterra Longburn","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"586","HRC-00082","Manawatu at u/s PPCS Shannon","Manawatu at u/s PPCS Shannon","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"587","HRC-00083","Mangatainoka at u/s Pahiatua STP","Mangatainoka at u/s Pahiatua STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"588","HRC-00085","Tutaenui Stream at u/s Marton STP","Tutaenui Stream at u/s Marton STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","15","Parent","7038092","15",NA,"1","Rangitikei River"
"589","HRC-00086","Mangarangiora Trib at US Norsewood STP","Mangarangiora Trib at US Norsewood STP","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"590","HRC-00087","Unnamed Trib of Waipu at us Ratana STP","Unnamed Trib of Waipu at us Ratana STP","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","98","Parent","7033210","98",NA,"1","Turakina"
"591","HRC-00088","Oroua Trib at U/S Kimbolton STP","Oroua Trib at U/S Kimbolton STP","Yes","Upland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"592","HRC-00089","Mowhanau Stream at Footbridge","Mowhanau Stream at Footbridge","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","774","Parent","7028803","774",NA,"1","Mowhanau"
"593","HRC-00343","Mangatainoka at Scarborough Konini Rd","Mangatainoka at Scarborough Konini Rd","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"594","HRC-00344","Mangatainoka at u/s Tiraumea Confluence","Mangatainoka at u/s Tiraumea Confluence","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"595","LAWA-100248","Oroua at Mangawhata","Oroua at Mangawhata","Yes","Lowland","Rural","Monthly","Monthly","Horizons","HRC","North","7","Parent","7042266","7",NA,"1","Manawatu"
"598","MDC-00030","Waihopai River at Craiglochart","Waihopai River at Craiglochart","true","Upland","Rural","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"599","MDC-00005","Branch River at Weir Intake","Branch River at Weir Intake","true","Upland","Exotic","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"600","MDC-00003","Awatere River at Awapiri","Awatere River at Awapiri","true","Upland","Rural","Monthly","Monthly","Marlborough","MDC","South","54","Parent","11021883","54",NA,"1","Awatere River (Kaikoura)"
"601","MDC-00010","Graham River at Road Bridge","Graham River at Road Bridge","true","Lowland","Native","Monthly","Monthly","Marlborough","MDC","South","993","Parent","11010999","993",NA,"1","Graham"
"602","MDC-00001","Are Are Creek at Kaituna Tuamarina Track","Are Are Creek at Kaituna Tuamarina Track","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
"603","MDC-00012","Kaituna River at Higgins Bridge","Kaituna River at Higgins Bridge","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","366","Parent","11011388","366",NA,"1","Kaituna River"
"604","MDC-00008","Doctors Creek Upstream Taylor","Doctors Creek Upstream Taylor","true","Lowland","Rural","Monthly","Monthly","Marlborough","MDC","South","194","Parent","11018918","194",NA,"1","Omaka River"
"605","MDC-00013","Mill Creek at Ormonds","Mill Creek at Ormonds","true","Upland","Rural","Monthly","Monthly","Marlborough","MDC","South","18","Parent","11016624","100018","Merger of NIWA catchment 18 and 715","1","Wairau River"
