"","SiteID","CouncilSiteID","LawaSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","Lat","Long"
"109","SQ20107","Ashburton River South Branch Hills Road","ECAN-00018","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.8677111385422","171.69993636481"
"110","SQ20112","Ashburton River North Branch North Branch SH72 bridge","ECAN-00020","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.6052262197146","171.531915388712"
"111","SQ20175","Rangitata River Mouth","ECAN-00181","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.1850064836255","171.50891500621"
"112","SQ20176","Rangitata River Upstream of SH1 bridge","ECAN-00025","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.0514690044789","171.402060520044"
"113","SQ20177","Rangitata River SH72","ECAN-00026","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.9746259221782","171.300230031093"
"114","SQ20195","Smithfield Creek Te Awa Rd","ECAN-00027","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2107304916504","171.263151275896"
"115","SQ20199","Taumatakahu Stream Murray St","ECAN-00028","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2492480160812","171.300172253989"
"116","SQ20243","Opihi River at SH1 Bridge","ECAN-00033","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2636027656384","171.271242669529"
"117","SQ20252","Temuka River Manse Bridge","ECAN-00034","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2447220444745","171.267726230644"
"118","SQ20318","Raukapuka Creek Coach Road","ECAN-00036","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.1263316329346","171.26409994899"
"119","SQ20332","Waihi River Waimarie","ECAN-00038","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.003454195601","171.165279198619"
"120","SQ20350","Te Ngawai River Tengawai Bridge","ECAN-00040","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2454206898098","171.113256294587"
"121","SQ20401","Saltwater Creek SH1 Bridge","ECAN-00042","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.4177342512918","171.242543638779"
"122","SQ20454","Pareora River at Evans Crossing","ECAN-00043","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.3954831208447","171.041582784974"
"123","SQ20509","Boundary Drain Trigpole Road","ECAN-00045","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.0944101852213","171.623898622515"
"124","SQ20541","Petries Drain Canal Road","ECAN-00182","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2081827555757","171.379688631788"
"125","SQ20545","Rhodes Stream Parke Road","ECAN-00046","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2266548354215","171.407107296736"
"126","SQ20575","Waihao River Bradshaw Bridge","ECAN-00047","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.779291232169","171.157808820684"
"127","SQ20577","Waihao River McCulloch Bridge","ECAN-00049","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.8004907905164","170.975732062332"
"128","SQ20606","Pareora River Pareora Huts","ECAN-10029","YES","Lowland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","-44.4116310560477","171.057042028482"
"129","SQ20725","Hae Hae Te Moana River at Glentohi","ECAN-00050","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.0414907600603","171.111039851352"
"130","SQ21044","North Branch Ohapi Creek Guild Rd","ECAN-00177","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2020017231538","171.3454055818"
"131","SQ21045","Ohapi Creek Guild Rd","ECAN-00178","YES","Lowland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2152041945743","171.326317878897"
"132","SQ21046","Ohapi Creek South Branch Guild Rd","ECAN-00179","YES","Lowland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2159517454023","171.32509548311"
"133","SQ21047","Ohapi Creek upstream Orari River Confluence","ECAN-00052","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.23991791893","171.386471526344"
"134","SQ21254","Waikakahi Stream Te Maiharoa Road ","ECAN-00183","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-44.9162992746288","171.09500192476"
"135","SQ21289","Whitneys Creek Carrolls Rd","ECAN-00055","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.8990637612956","171.122407033515"
"136","SQ21292","Buchanans Creek upstream confluence Waihao River","ECAN-00057","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.775299259458","171.152927936881"
"137","SQ21296","Sir Charles Creek end of Haymans Road","ECAN-00058","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.7491637287718","171.160595588886"
"138","SQ21298","Hook River Beach Road","ECAN-00059","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.676219384773","171.147463669756"
"139","SQ21299","Hook Drain Beach Road","ECAN-00061","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.66567334906","171.161980549097"
"140","SQ21309","Coopers Creek SH72","ECAN-00062","YES","Upland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.0155359945804","171.277695548751"
"141","SQ22030","Taitarakihi Creek SH1","ECAN-00127","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.3733383995009","171.241384794008"
"142","SQ26221","McKinnons Stream Wallaces Bridge","ECAN-00065","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.1521394317988","171.48038072041"
"143","SQ26368","Forks Stream SH8","ECAN-00128","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.0007163794307","170.411869979473"
"144","SQ26369","Irishman Creek SH8","ECAN-00129","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.0873416188357","170.348796413672"
"145","SQ26633","Orari River Parke Rd ","ECAN-00069","YES","Lowland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-44.2376838380753","171.392203417177"
"146","SQ26931","Bush Stream Rangitata Gorge Road","ECAN-00145","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.6217787127064","170.878482854321"
"147","SQ26932","Deep Stream Access Road near Tui House","ECAN-00146","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.6624963810121","170.928847451786"
"148","SQ30011","Leader River SH1","ECAN-00130","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.6875782584662","173.302499891038"
"149","SQ30162","Waipara River Teviotdale Bridg","ECAN-00070","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.1278556876126","172.778902409394"
"150","SQ30175","Ashley River SH1","ECAN-00071","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.2768062568577","172.688643244653"
"151","SQ30184","Ashley River/Rakahuri Ashley Gorge Rd","ECAN-00134","YES","Upland","Natural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.2279482464439","172.228581261363"
"152","SQ30215","Taranaki Creek Gressons Rd","ECAN-00175","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.3049878431717","172.64220464473"
"153","SQ30222","Waikuku Stream SH1","ECAN-00072","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.2896147661457","172.685238090453"
"154","SQ30253","Waimakariri River at Stewarts Gully Yacht Club","ECAN-00167","YES","Lowland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.4004617534004","172.671564979912"
"155","SQ30332","Kaiapoi River Island Rd","ECAN-00079","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.3755662320732","172.633582896797"
"156","SQ30369","Cam River Bramleys Road","ECAN-00080","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.3433798406977","172.636995868154"
"157","SQ30390","Southbrook Stream Marsh Rd ","ECAN-00148","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.3250906225425","172.602311652791"
"158","SQ30400","Cust River Skewbridge Road","ECAN-00081","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.3713477143546","172.628944313269"
"159","SQ30426","Ohoka River Island Rd","ECAN-00082","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.375094336142","172.632388817505"
"160","SQ30445","Otukaikino Creek Dickeys Rd","ECAN-00083","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.4355719666396","172.634987595777"
"161","SQ30707","Aylmers Valley Stream Beach Road bridge","ECAN-00149","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.8103062004183","172.961527118201"
"162","SQ30782","Kaituna Stream Kaituna Valley Road","ECAN-00084","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.7564465437555","172.682471176573"
"163","SQ30878","LII Stream Pannetts Rd bridge ","ECAN-00085","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.6949641019916","172.450465285704"
"164","SQ30916","Selwyn River Coes Ford","ECAN-00086","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.6961208124405","172.412879877624"
"165","SQ30928","Selwyn River Whitecliffs recorder ","ECAN-00088","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.4613200496167","171.892979599221"
"166","SQ30945","Waireka River (Waianiwaniwa R) Auchenflower Rd","ECAN-00151","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.4349302516089","171.985995770585"
"167","SQ30976","Boggy Creek Lake Road ","ECAN-00091","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.7655389544849","172.357850610569"
"168","SQ30977","Doyleston Drain Lake Rd ","ECAN-00092","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.770923575964","172.353396919037"
"169","SQ30992","Harts Creek Lower Lake Rd","ECAN-00093","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.797229959112","172.338616315238"
"170","SQ31018","Rakaia River SH1- north chanel","ECAN-00094","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.7397025223503","172.043162895121"
"171","SQ31020","Rakaia River Gorge","ECAN-00095","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.5180260275724","171.657605029777"
"172","SQ32732","French Farm Stream French Farm Valley Road","ECAN-00152","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.7776170794892","172.905677497456"
"173","SQ32872","Halswell River McCartneys bridge ","ECAN-00097","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.6843013258121","172.526588838041"
"174","SQ33055","Okuti River Kinloch Road Bridge","ECAN-00100","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.7873966118837","172.79554718591"
"175","SQ33056","Okana River SH75","ECAN-00101","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","-43.7649712684703","172.796801044407"
"176","SQ33148","Conway River Inland Road ","ECAN-00153","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.4624517062237","173.273456560581"
"177","SQ33270","Kowhai River SH1","ECAN-00102","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.4154761972344","173.631880828223"
"178","SQ33273","Lyell Creek SH1 ","ECAN-00103","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.3991018236743","173.679845201897"
"179","SQ33274","Lyell Creek Mill Road ","ECAN-00176","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.3765021216474","173.678732417348"
"180","SQ33899","Okarahia stream SH1 ","ECAN-00154","YES","Lowland","Natural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-42.5419975990207","173.450553840439"
"181","SQ33962","Waipara River Laidmore Rd ","ECAN-00104","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.0594347946153","172.589733725943"
"182","SQ34191","Taranaki Creek Preeces Rd ","ECAN-00106","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","-43.3047916687752","172.688770527899"
